12,,1,9,1669,1718,2033,2105,2969,3378,3469,4435,4537,4699
1714,,0,3,5,6,8,9,10,12,15,17,18,21,23,27,28,31,32,34,36,44,47,48,50,55,60,61,62,63,67,68,71,77,85,86,87,88,89,96,97,98,99,101,102,106,108,110,112,115,119,120,122,123,127,128,130,133,134,135,136,137,142,143,147,149,151,152,156,158,159,160,162,165,172,179,182,185,187,192,193,194,197,198,200,202,207,208,209,212,220,221,222,227,234,235,237,239,240,243,245,246,247,250,251,252,255,261,263,264,265,266,267,268,269,272,273,279,285,287,289,290,293,296,299,302,306,308,310,311,314,315,321,322,331,334,337,338,342,344,347,351,360,362,364,366,373,374,375,376,377,379,382,383,384,389,393,397,398,402,408,410,419,428,429,434,435,437,440,442,444,447,450,451,452,453,455,456,460,461,465,469,473,474,477,479,482,484,485,488,489,490,499,502,505,508,509,512,522,525,531,534,535,540,543,546,547,549,551,552,553,564,565,566,567,568,570,571,573,574,580,585,587,588,597,598,602,603,608,618,619,620,621,622,623,626,627,629,630,632,633,640,643,647,648,650,651,655,661,669,672,674,676,678,680,685,686,688,690,693,704,709,711,716,719,720,721,724,731,737,738,741,749,750,753,754,760,764,769,771,772,776,778,779,783,788,790,791,792,793,794,796,797,801,805,806,812,818,821,822,823,826,828,830,832,833,834,837,838,844,846,848,850,851,852,853,862,863,869,870,875,876,879,880,885,889,892,896,897,902,905,906,910,912,919,922,925,928,933,935,939,940,950,951,955,957,958,962,964,971,972,973,974,975,977,984,985,991,998,999,1005,1009,1013,1015,1019,1020,1025,1027,1032,1033,1036,1038,1043,1044,1050,1051,1053,1054,1061,1063,1064,1065,1066,1072,1077,1078,1082,1086,1087,1088,1092,1095,1096,1100,1104,1107,1114,1119,1120,1132,1136,1138,1140,1141,1152,1156,1157,1159,1160,1162,1163,1164,1166,1168,1174,1176,1180,1183,1184,1186,1187,1190,1194,1200,1203,1211,1212,1216,1218,1219,1221,1231,1234,1241,1253,1256,1257,1263,1269,1271,1273,1275,1284,1287,1290,1293,1294,1296,1301,1302,1304,1307,1309,1312,1319,1321,1323,1325,1328,1333,1337,1339,1340,1341,1343,1344,1350,1352,1354,1359,1361,1367,1374,1376,1380,1382,1383,1384,1385,1386,1390,1394,1399,1400,1403,1410,1415,1417,1424,1425,1429,1432,1434,1442,1445,1448,1449,1454,1457,1458,1462,1463,1464,1465,1467,1472,1474,1476,1477,1478,1479,1482,1486,1487,1489,1490,1492,1495,1496,1497,1504,1508,1513,1515,1521,1522,1524,1525,1526,1528,1530,1534,1536,1537,1538,1540,1544,1545,1548,1550,1558,1559,1560,1562,1563,1568,1573,1575,1581,1584,1586,1587,1589,1591,1592,1594,1595,1598,1600,1604,1609,1612,1613,1620,1623,1625,1626,1628,1629,1639,1642,1645,1646,1649,1650,1652,1654,1656,1657,1659,1660,1663,1664,1666,1669,1672,1676,1679,1681,1682,1686,1687,1689,1690,1693,1696,1697,1701,1702,1706,1707,1710,1711,1712,1715,1718,1719,1720,1721,1722,1723,1724,1735,1737,1739,1740,1743,1745,1746,1747,1749,1750,1752,1755,1757,1759,1767,1769,1770,1778,1782,1786,1789,1792,1799,1801,1809,1810,1812,1813,1815,1821,1822,1823,1824,1826,1830,1831,1832,1833,1834,1835,1836,1839,1844,1846,1852,1854,1855,1862,1864,1868,1870,1873,1875,1876,1879,1880,1881,1883,1886,1887,1889,1890,1891,1893,1897,1899,1900,1902,1907,1908,1909,1910,1911,1913,1914,1915,1920,1929,1932,1933,1934,1935,1936,1937,1939,1940,1942,1948,1950,1952,1955,1957,1958,1962,1965,1972,1974,1976,1977,1988,1991,1993,1994,1995,1997,1999,2003,2004,2008,2010,2011,2014,2016,2017,2021,2022,2023,2026,2027,2030,2032,2033,2034,2035,2037,2041,2047,2049,2051,2053,2054,2055,2056,2057,2058,2063,2065,2068,2069,2071,2072,2074,2078,2085,2087,2090,2091,2092,2094,2105,2108,2112,2116,2121,2122,2125,2130,2131,2134,2139,2143,2147,2154,2161,2162,2165,2173,2174,2177,2178,2180,2181,2182,2185,2191,2192,2196,2200,2202,2203,2204,2212,2213,2214,2216,2220,2226,2227,2229,2230,2235,2239,2240,2242,2244,2250,2251,2252,2253,2263,2267,2272,2274,2276,2277,2279,2281,2282,2286,2294,2295,2298,2303,2312,2313,2315,2317,2319,2321,2323,2328,2330,2336,2339,2340,2341,2345,2346,2351,2352,2353,2354,2359,2360,2362,2364,2365,2370,2380,2381,2384,2385,2389,2396,2398,2401,2405,2407,2408,2410,2417,2423,2430,2435,2437,2440,2443,2449,2450,2452,2458,2460,2461,2465,2475,2476,2478,2484,2486,2490,2493,2496,2503,2507,2508,2509,2512,2517,2522,2529,2532,2534,2542,2544,2545,2548,2557,2559,2564,2565,2567,2570,2571,2575,2577,2580,2581,2584,2586,2594,2595,2596,2599,2608,2613,2618,2624,2626,2628,2639,2641,2647,2648,2653,2655,2657,2659,2661,2663,2664,2666,2667,2669,2672,2674,2675,2681,2683,2688,2689,2690,2692,2693,2699,2702,2711,2713,2716,2718,2735,2737,2740,2743,2746,2748,2750,2752,2754,2755,2757,2763,2766,2768,2769,2773,2775,2778,2779,2780,2781,2785,2788,2789,2799,2806,2813,2818,2822,2824,2826,2831,2834,2835,2836,2839,2843,2846,2847,2855,2859,2860,2862,2865,2867,2868,2869,2873,2876,2878,2882,2887,2888,2895,2896,2899,2901,2902,2903,2904,2914,2916,2917,2918,2919,2924,2932,2935,2937,2938,2941,2942,2946,2947,2950,2951,2954,2956,2960,2963,2964,2966,2967,2969,2970,2971,2972,2973,2975,2979,2983,2990,2996,2998,2999,3006,3007,3008,3011,3016,3023,3028,3029,3032,3036,3043,3044,3046,3047,3049,3052,3058,3059,3062,3066,3067,3069,3071,3074,3077,3078,3082,3085,3086,3087,3088,3093,3094,3104,3105,3110,3111,3117,3130,3131,3132,3136,3139,3140,3142,3143,3147,3150,3152,3153,3154,3155,3163,3166,3167,3172,3174,3178,3179,3180,3182,3184,3189,3190,3193,3195,3198,3202,3203,3205,3207,3209,3210,3212,3213,3218,3220,3225,3230,3240,3243,3244,3246,3248,3253,3255,3257,3259,3262,3263,3268,3270,3276,3278,3281,3282,3283,3285,3288,3290,3291,3293,3296,3297,3299,3302,3303,3305,3308,3310,3311,3313,3324,3327,3329,3331,3333,3335,3337,3338,3343,3344,3346,3348,3350,3356,3357,3361,3362,3363,3366,3369,3370,3371,3376,3379,3381,3382,3383,3386,3389,3390,3395,3396,3399,3400,3403,3409,3411,3415,3416,3417,3424,3425,3428,3429,3431,3433,3438,3441,3442,3445,3446,3447,3448,3454,3457,3458,3463,3464,3465,3469,3470,3472,3474,3475,3476,3478,3479,3480,3481,3483,3486,3487,3491,3496,3499,3501,3503,3509,3511,3514,3516,3519,3521,3526,3529,3531,3532,3537,3539,3542,3551,3552,3553,3559,3560,3565,3567,3569,3572,3573,3574,3584,3589,3590,3591,3594,3599,3605,3607,3608,3619,3621,3622,3624,3630,3636,3638,3646,3648,3651,3652,3653,3656,3661,3662,3663,3664,3667,3669,3671,3676,3681,3682,3683,3684,3686,3689,3691,3692,3693,3697,3700,3702,3704,3714,3716,3718,3721,3723,3726,3728,3729,3731,3732,3733,3739,3741,3742,3754,3755,3757,3759,3760,3766,3768,3770,3773,3778,3782,3785,3787,3788,3790,3795,3806,3809,3810,3812,3814,3816,3825,3826,3827,3828,3829,3830,3832,3833,3834,3837,3840,3841,3842,3845,3846,3848,3850,3854,3855,3860,3862,3865,3866,3870,3873,3876,3878,3879,3882,3884,3891,3902,3905,3906,3919,3921,3923,3927,3932,3938,3939,3950,3952,3953,3955,3956,3959,3962,3969,3970,3971,3972,3974,3975,3980,3983,3989,3990,3993,3994,3996,3997,3998,4003,4004,4014,4021,4024,4025,4028,4029,4036,4038,4042,4045,4046,4049,4051,4069,4070,4071,4073,4074,4076,4078,4080,4081,4087,4088,4089,4091,4092,4093,4105,4108,4111,4117,4118,4119,4120,4122,4127,4128,4136,4137,4138,4140,4142,4145,4149,4152,4158,4159,4163,4165,4166,4167,4170,4176,4179,4193,4194,4196,4197,4198,4199,4200,4201,4209,4212,4213,4215,4227,4229,4234,4238,4239,4244,4252,4255,4256,4258,4263,4264,4266,4276,4279,4282,4292,4294,4298,4302,4303,4305,4309,4311,4315,4317,4319,4329,4331,4335,4337,4340,4342,4349,4352,4354,4356,4357,4358,4362,4364,4366,4367,4368,4369,4371,4379,4381,4383,4389,4392,4394,4396,4397,4399,4402,4403,4404,4406,4415,4420,4422,4428,4432,4434,4435,4437,4441,4446,4452,4453,4458,4460,4463,4466,4467,4470,4472,4475,4476,4478,4484,4491,4494,4495,4496,4498,4499,4504,4507,4508,4512,4513,4516,4517,4519,4526,4530,4537,4539,4542,4543,4548,4551,4552,4553,4555,4557,4563,4565,4568,4569,4573,4577,4581,4583,4585,4588,4589,4591,4592,4601,4605,4609,4610,4614,4617,4620,4623,4629,4633,4634,4636,4637,4641,4642,4644,4646,4650,4652,4656,4658,4665,4666,4668,4670,4673,4675,4679,4682,4685,4691,4693,4694,4696,4699,4701,4704,4706,4711,4715,4719,4725,4727,4732,4735,4737,4741,4742,4743,4744,4745,4752,4753,4754,4756,4758,4760,4761,4763,4765,4768,4772,4776,4780,4784,4787,4788,4791,4793,4796,4798,4799,4801,4802,4804,4809,4812,4814,4816,4824,4826,4828,4833,4834,4845,4846,4847,4852,4856,4859,4862,4873,4874,4875,4879,4888,4894,4895,4896,4897,4898,4900,4904,4907,4914,4926,4931,4932,4933,4936,4941,4944,4954,4955,4957,4958,4963,4967,4969,4978,4985,4986,4993,4994,4999
1,,3362
2,,1,2639
1,,806
182,,1,9,39,55,63,122,137,243,252,265,285,293,373,451,460,499,502,597,602,630,633,643,655,672,688,757,768,806,811,880,902,903,910,1033,1039,1054,1087,1139,1156,1170,1180,1203,1221,1249,1287,1301,1304,1330,1341,1349,1380,1458,1465,1513,1521,1522,1602,1620,1626,1628,1656,1662,1690,1740,1743,1746,1835,1853,1880,1883,1902,1908,1920,1939,2002,2033,2068,2105,2121,2150,2191,2200,2226,2268,2271,2279,2349,2361,2381,2408,2417,2459,2493,2507,2639,2669,2675,2716,2740,2785,2852,2867,2871,2899,2932,2950,2964,2969,2977,2983,3003,3066,3099,3150,3185,3207,3244,3270,3338,3357,3362,3363,3376,3446,3448,3458,3515,3519,3562,3574,3619,3656,3678,3685,3721,3746,3773,3816,3950,3954,3980,3989,3997,4058,4073,4097,4117,4138,4159,4198,4238,4256,4305,4319,4366,4379,4383,4435,4441,4452,4475,4476,4498,4508,4537,4631,4632,4636,4665,4693,4720,4737,4743,4761,4765,4772,4787,4801,4812,4819,4954,4958
1,,1
1,,1902
1,,1
388,,0,1,5,14,28,45,50,51,55,61,122,151,171,208,243,247,252,254,269,273,285,290,293,294,308,310,315,351,363,373,388,402,416,469,473,489,502,505,570,572,580,602,603,621,628,630,632,644,649,657,689,700,701,713,724,731,736,741,760,788,806,845,848,853,854,880,882,883,890,902,906,910,947,962,974,1003,1013,1024,1033,1038,1044,1087,1114,1146,1171,1175,1180,1183,1194,1203,1207,1216,1221,1231,1234,1241,1243,1263,1283,1287,1296,1307,1321,1341,1345,1380,1384,1424,1443,1445,1467,1474,1478,1479,1482,1522,1526,1549,1560,1563,1567,1596,1613,1625,1628,1631,1635,1644,1646,1653,1656,1659,1660,1672,1675,1687,1690,1715,1740,1743,1749,1752,1779,1790,1793,1824,1830,1836,1867,1876,1880,1883,1935,1936,1956,2010,2033,2035,2042,2051,2068,2072,2091,2105,2116,2125,2141,2159,2173,2189,2191,2192,2197,2200,2213,2226,2229,2235,2250,2263,2279,2281,2298,2346,2378,2384,2394,2402,2408,2419,2443,2502,2504,2507,2544,2570,2579,2599,2606,2639,2649,2669,2675,2680,2683,2701,2712,2740,2769,2773,2785,2818,2822,2835,2836,2847,2867,2881,2899,2903,2905,2920,2932,2940,2963,2964,2969,2983,3000,3016,3043,3049,3069,3105,3106,3130,3132,3150,3162,3165,3182,3183,3190,3198,3213,3223,3241,3244,3254,3258,3262,3264,3270,3281,3286,3289,3291,3305,3308,3314,3335,3339,3350,3357,3362,3366,3370,3389,3421,3429,3442,3454,3469,3474,3481,3490,3495,3519,3528,3539,3557,3558,3604,3619,3628,3636,3656,3661,3664,3668,3676,3711,3756,3773,3775,3811,3814,3816,3871,3883,3892,3917,3950,3952,3962,3967,3980,3983,3989,3997,4004,4021,4057,4074,4077,4117,4138,4145,4157,4158,4159,4179,4198,4215,4238,4256,4258,4273,4293,4294,4305,4319,4340,4344,4358,4359,4362,4366,4374,4383,4385,4427,4435,4439,4441,4463,4466,4475,4476,4496,4504,4508,4517,4520,4537,4558,4565,4585,4586,4592,4600,4602,4635,4658,4665,4666,4731,4753,4761,4771,4772,4773,4787,4796,4801,4812,4815,4847,4848,4857,4860,4874,4900,4919,4935,4936,4989,4998
4,,1,910,3362,4715
1,,2969
2,,1,3362
1,,1613
2,,9,1287
1,,1
1,,3876
9,,1,589,1095,2051,2836,2932,2983,3070,3816
1,,1
1,,630
1,,1467
1,,1
1,,4441
1,,1
2,,2579,4305
1,,1656
1,,2932
5,,1,502,3362,4025,4441
5,,1,9,2033,2192,3362
2,,2105,4476
1,,3362
4,,1,2932,4435,4476
2,,1,3362
1,,2867
1,,1
1,,4476
1,,1
2,,3362,4462
1,,451
3,,5,1822,3575
2,,3362,4955
1,,3362
1,,3362
1,,4476
1,,1
3,,9,2105,3362
1,,1203
33,,1,308,373,502,543,580,630,633,806,910,1088,1203,1296,1380,1522,1613,1656,1687,2033,2105,2639,2969,2983,3105,3350,3362,3619,3989,4437,4476,4496,4589,4785
2,,1,3337
1,,4476
51,,1,9,55,208,252,308,310,315,373,806,910,1125,1203,1287,1296,1380,1513,1563,1610,1659,1740,1880,1941,1955,2033,2105,2281,2336,2534,2639,2785,2932,2964,2969,2983,3105,3150,3244,3249,3271,3362,3589,3771,4198,4256,4319,4476,4537,4592,4761,4772
4,,9,1203,2969,3357
1,,4725
1,,2902
1,,3362
54,,1,5,9,50,122,270,310,373,400,585,806,1064,1087,1088,1203,1263,1296,1314,1341,1458,1659,1690,1740,1886,2033,2105,2192,2463,2509,2544,2639,2896,2903,2932,2969,2983,3052,3281,3308,3362,3382,3425,3447,3475,3816,3818,3876,3980,4073,4238,4305,4476,4761,4847
1,,1687
1,,3095
4,,1067,2033,2932,3362
1,,1162
1,,1
8,,1,9,1203,2033,2655,3362,4435,4476
1,,1
11,,1,5,812,1880,2033,2136,2932,2983,3048,3357,4476
1,,2033
2,,2932,3256
1,,3318
1,,1
1,,1
1,,4319
1,,1221
1,,1
4,,1341,2932,2969,3362
1,,308
2,,373,3362
1,,2033
1,,4476
2,,1,2983
1,,2105
1,,2033
1,,3362
1,,3362
5,,2969,2983,3362,4475,4476
1,,894
1,,4435
1,,1
1,,1
4,,1,1203,2969,4476
4,,1,2213,2969,2983
1,,1
1,,4458
1,,3474
1,,2969
1,,4476
1,,2545
1,,3362
13,,1,252,580,806,1203,1341,1656,1740,2105,2983,3190,3362,4435
1,,1
5,,1,511,2033,2105,2983
1,,1
2,,122,3362
1,,1
1,,1
1,,2033
2,,2969,4379
1,,2983
3,,1,1156,3362
6,,427,806,2033,2964,3116,4453
5,,1,332,495,853,2033
1,,2983
7,,1,373,1203,1656,2033,2867,4476
8,,373,806,2033,2867,2983,3362,3656,4466
1,,1
3,,2108,2969,2983
1,,2969
3,,1,2033,3362
1,,4568
2,,1715,2639
2,,3362,4476
6,,1,1203,2105,2932,3362,4340
21,,1,122,151,285,910,980,1296,1380,1570,2033,2507,2932,2969,3270,3362,4032,4235,4340,4476,4517,4957
3,,602,2033,3362
79,,1,5,9,55,100,120,133,137,151,187,208,310,580,585,602,806,853,1030,1139,1156,1203,1287,1307,1380,1386,1600,1656,1690,1718,1749,1823,1836,1852,1880,1948,2033,2092,2105,2192,2200,2279,2545,2639,2675,2705,2769,2779,2785,2793,2867,2899,2932,2960,2964,2969,2983,3003,3105,3150,3281,3297,3362,3442,3573,3714,3773,3814,3922,3985,3989,4045,4096,4366,4435,4475,4476,4664,4707,4787
1,,1
1,,3362
1,,2964
1,,2932
1,,1
1,,1
1,,1203
1,,1
2,,2932,2983
1,,1221
20,,1,122,151,910,1087,1656,1687,2033,2896,2932,2969,3043,3068,3150,3293,3362,4435,4476,4643,4725
1,,1
1,,1
1,,1
32,,1,5,122,151,208,580,630,786,880,895,1055,1087,1221,1287,1380,1563,1824,1880,2033,2281,2639,2740,2835,2836,2932,2969,2983,3362,4198,4319,4476,4805
1,,3816
1,,3362
1,,2033
1,,377
28,,1,373,648,1203,1281,1380,1424,1489,1641,1880,2033,2092,2105,2511,2639,2675,2835,2896,2932,2969,2983,3362,3382,3667,4475,4476,4791,4948
1,,1
3,,580,1287,3362
1,,2919
1,,373
4,,1,1203,2983,4476
1,,3619
11,,1,885,1646,2033,2969,2983,3362,3442,4319,4476,4953
2,,3705,4476
96,,1,9,120,122,133,137,208,261,266,293,301,308,335,393,416,540,580,630,655,806,832,910,1194,1203,1221,1296,1323,1380,1424,1467,1573,1613,1628,1659,1829,1876,1880,1883,1935,1950,1957,2033,2105,2132,2251,2281,2321,2327,2424,2488,2544,2594,2639,2675,2696,2737,2819,2836,2867,2884,2899,2932,2969,2983,3054,3130,3132,3182,3270,3281,3362,3370,3382,3410,3442,3448,3454,3464,3527,3558,3721,3814,3970,4167,4238,4256,4286,4305,4319,4435,4441,4476,4553,4557,4623,4756
2,,1,1203
2,,4441,4476
1,,3362
4,,1263,2932,3362,3759
3,,1,2033,2639
2,,1380,2969
6,,1,1203,2033,2105,4319,4936
6,,1,1560,2639,2932,3362,4441
1,,1
1,,3362
2,,1,1221
2,,315,4476
1,,3362
4,,1,3350,3441,4787
4,,454,3362,4476,4498
1,,4319
4,,1203,3069,4435,4476
14,,1203,1824,2033,2105,2195,2235,2430,2639,2932,2969,3132,3362,4476,4772
1,,2969
6,,9,203,1180,2969,2983,3362
15,,1,806,807,1172,1203,1880,2033,2105,2279,2969,2983,3190,3362,4476,4488
1,,4476
1,,4704
2,,1296,4476
3,,2443,2983,4476
2,,829,1492
1,,3362
3,,1,1087,2785
1,,3362
1,,2033
3,,1,2033,2836
1,,2932
1,,2105
12,,1,516,2033,2105,2544,2639,2964,2983,3362,3442,4298,4435
1,,2969
4,,1,122,2033,3362
2,,910,4476
1,,2983
2,,1163,3362
2,,2639,4575
1,,1
1,,1
1,,1
2,,2033,4238
1,,3362
1,,1
1,,1
1,,1203
1,,1
2,,2669,2983
24,,1,424,580,585,593,602,880,1341,1563,1638,2033,2191,2867,2969,2971,2983,3270,3350,3362,3595,3731,3876,4463,4476
1,,171
1,,2969
1,,3362
6,,580,853,1380,2639,3891,4143
8,,1,801,806,1203,2033,2964,2983,4476
56,,1,9,50,122,137,151,329,337,351,373,377,402,473,495,580,796,806,1156,1203,1715,2033,2092,2105,2303,2405,2520,2639,2712,2716,2809,2932,2969,2983,2996,3132,3328,3362,3370,3402,3721,3816,3932,3989,4305,4366,4379,4418,4424,4435,4463,4476,4482,4530,4665,4684,4980
1,,1
2,,1560,2033
1,,1054
3,,1,1203,2964
1,,2639
